inegi_id,restaurant_name,restaurant_capacity,street_name,ext_number,int_number,coord_long,coord_lat,city
09016722219010162000000000U6,CALDOS DE POLANCO,0-5,EJERCITO NACIONAL MEXICANO,816,0,-99.20149018,19.43818922,CDMX
09016722511003941001000000U2,ENO,11-30,HOMERO,534,1,-99.19017007,19.43543763,CDMX
09016722110002023011003403S1,EL FAROLITO POLANCO,0-5,NEWTON,130,,-99.18954015,19.43283013,CDMX
09016722518002591000000000U1,CHILAQUILENA ANTOJITO MEXICANO AGUA,0-5,LAGO VICTORIA,,,-99.19377539,19.43901465,CDMX
09016722511009112000000000U4,OFICINA ADMINISTRATIVA ANGUS,6-10,MONTE ELBRUZ,132,705,-99.20374954,19.42950583,CDMX
14039722511000044001003403S3,EL FAROLITO POLANCO,0-5,Isaac Newton,130,,-99.18946885,19.43288738,CDMX
09016722518002101010000000U9,SUSHI ZENZEY,0-5,LAGO VICTORIA,,,-99.19377032,19.43907829,CDMX
09016722511006363000000000S6,URBAN SPICE,11-30,HOMERO,1408,0,-99.20363573,19.43604597,CDMX
09016722211000411021003286S6,11003 POLANCO,0-5,HOMERO,1416,,-99.20369160,19.43604852,CDMX
09016722514003701000000000U4,TORTERIA LOS DOS GALLOS,0-5,LAGO VICTORIA,0,0,-99.19376530,19.43914144,CDMX
09016722514007561000000000U8,TACOS EL PAISA,0-5,LAGO BANGUEOLO,0,,-99.19214317,19.43817810,CDMX
09016722513001191000000000U2,EL HUARACHE EXPRESS,0-5,LAGO VICTORIA,0,,-99.19375952,19.43921410,CDMX
09016722219010732001000000U6,LOS MANJARES,6-10,TEMISTOCLES,526,0,-99.19131767,19.43761005,CDMX
09016722517001633000000000U4,ROSTICERIA CHICKEN POLLO POLANCO,0-5,HORACIO,513,,-99.18926392,19.43352746,CDMX
09016722514007732000000000M5,LA TORTUGA DE POLANCO,6-10,ISAAC NEWTON,136,,-99.18921362,19.43309231,CDMX
09016722514003621000000000U4,KEKAS LEO,0-5,LAGO VICTORIA,0,,-99.19375019,19.43933137,CDMX
09016722513001181000000000U3,EL GRINGO NACO,0-5,TEMISTOCLES,525,0,-99.19131227,19.43767315,CDMX
09016722219010052000000000U9,RESTAURANTE ARTURO,0-5,EJERCITO NACIONAL MEXICANO,526,0,-99.19132583,19.43775106,CDMX
09016722514000421000000000U2,TAQUERIA EL CUÑADO,0-5,LAGO VICTORIA,,,-99.19374010,19.43945816,CDMX
09016722219010702001000000U9,RESTAURANTE EMBERS,6-10,EJERCITO NACIONAL MEXICANO,840,,-99.20231088,19.43822518,CDMX
09016722516000401010000000U9,COMIDA YOLA,0-5,LAGO VICTORIA,0,0,-99.19373145,19.43956690,CDMX
09016722511008954000000000U0,TATEL MEXICO,31-50,PRESIDENTE MASARYK,183,,-99.18901919,19.43150402,CDMX
09016722110003304001000000U4,SAKS POLANCO,0-5,CAMPOS ELÍSEOS,133,,-99.18953656,19.42939288,CDMX
09016722513005481000000000U3,COMIDAS Y ANTOJITOS CATALINA,0-5,PASEO DE LA REFORMA,0,,-99.19285393,19.42575662,CDMX
09016722514006274000000000S9,TAQUERIA TAQUEARTE,11-30,HOMERO,511,,-99.18923075,19.43558617,CDMX
09016722511004322000028181S4,MOSHI ANTARA,0-5,EJERCITO NACIONAL MEXICANO,843,,-99.20253676,19.43857433,CDMX
09016722514007901000000000U6,PREPARACION DE COMIDA DEYSY,0-5,PASEO DE LA REFORMA,0,,-99.19272250,19.42572822,CDMX
09016722511010253000000000U3,RESTAURANTE SEÑORA TANAKA,11-30,PRESIDENTE MASARYK,169,,-99.18866591,19.43149735,CDMX
09016722511007602000021918S6,SUSHIROLL ANTARA,0-5,EJÉRCITO NACIONAL MEXICANO,843,,-99.20257959,19.43857656,CDMX
09016722211000151002004093S8,SUC KFC 543 POLANCO,0-5,ARQUÍMEDES,235,,-99.19043423,19.43760383,CDMX
09016722514008121000000000U0,TACOS VICTORIA,0-5,LAGO VICTORIA,0,,-99.19370640,19.43997436,CDMX
09016722513005472000000000U2,TACOS AUDITORIO,6-10,PASEO DE LA REFORMA,0,,-99.19265490,19.42571361,CDMX
09016722110001543000000000U9,SANTINO,11-30,PRESIDENTE MASARYK,178,0,-99.18864023,19.43136071,CDMX
09016722513005771000000000U7,PUESTO DE ANTOJITOS MEXICANOS AUDITORIO,0-5,PASEO DE LA REFORMA,0,,-99.19264578,19.42571163,CDMX
09016722513005151000000000U2,PUESTO DE ANTOJITOS MEXICANOS CRISTINA,0-5,PASEO DE LA REFORMA,0,,-99.19261844,19.42570572,CDMX
09016722514007911000000000U5,TACOS DE CARNITAS SILVER,0-5,PASEO DE LA REFORMA,0,,-99.19261844,19.42570572,CDMX
09016722514007711000000000U9,PUESTO DE DESAYUNOS GREEN BOX,0-5,PASEO DE LA REFORMA,0,,-99.19259831,19.42570137,CDMX
09016722517001341011028213S4,CARLS JR ANTARA,0-5,EJÉRCITO NACIONAL MEXICANO,843,,-99.20271285,19.43858349,CDMX
09016722513005781000000000U6,ANTOJITOS MEXICANOS SIN NOMBRE,0-5,PASEO DE LA REFORMA,0,,-99.19255084,19.42569111,CDMX
09016722511005801000000000U6,EL KAFTA,0-5,EMERSON,220,,-99.18876838,19.43475357,CDMX
09016311910000081010000000U1,PUESTO DE ANTOJITOS MEXICANOS LA BENDICION,6-10,PASEO DE LA REFORMA,0,,-99.19248324,19.42567650,CDMX
09016722513005791000000000U5,TACOS DE CARNITAS SILVER,0-5,PASEO DE LA REFORMA,0,,-99.19247412,19.42567453,CDMX
09016722511000113001003408S1,ARRACHERA HOUSE ANTARA,0-5,EJERCITO NACIONAL MEXICANO,843,,-99.20282700,19.43858943,CDMX
09016722514007541000000000U0,PUESTO DE DESAYUNOS AUDITORIO,0-5,PASEO DE LA REFORMA,0,,-99.19246311,19.42567215,CDMX
09016722110003976000000000U9,RINCON ARGENTINO,0-5,PRESIDENTE MASARYK,177,,-99.18848149,19.43149388,CDMX
09016722517002601000000000U0,HAMBURGUESAS Y HOT DOGS SIN NOMBRE,0-5,PASEO DE LA REFORMA,0,,-99.19245399,19.42567018,CDMX
09016722512001401000000000U7,PUESTO DE MARISCOS BUBA JOHNS,0-5,PASEO DE LA REFORMA,0,,-99.19244487,19.42566821,CDMX
09016722513004591000000000U0,ALIMENTOS Y BEBIDAS PREPARADOS,0-5,PASEO DE LA REFORMA,0,,-99.19242475,19.42566386,CDMX
09016722514007741000000000U6,TACOS DE GUISADO SIN NOMBRE,0-5,PASEO DE LA REFORMA,0,,-99.19241563,19.42566189,CDMX
09016722513005411000000000U0,TACOS DE CARNITAS SIN NOMBRE,0-5,PASEO DE LA REFORMA,0,,-99.19240657,19.42565970,CDMX
09016722110000772000000000U5,SBARRO,11-30,EJERCITO NACIONAL MEXICANO,843,131,-99.20291490,19.43858638,CDMX
09016722516000284000000000U9,CANTINA LA NUMERO 20,31-50,EJERCITO NACIONAL MEXICANO,843,,-99.20291490,19.43858638,CDMX
09016722515002921000000000S6,JACKS BUTCHER,6-10,EJERCITO NACIONAL MEXICANO,843,0,-99.20291472,19.43859221,CDMX
09016465919001751000000000U3,SNOB BISTRO,6-10,EJERCITO NACIONAL MEXICANO,843,,-99.20291472,19.43859221,CDMX
09016722517002351000000000U2,PUESTO DE HAMBURGUESAS HOT DOGS Y REFRESCOS EL AGUILA,0-5,PASEO DE LA REFORMA,0,,-99.19237727,19.42565360,CDMX
09016722511000076001002870S0,50 FRIENDS ANTARA,0-5,EJÉRCITO NACIONAL MEXICANO,843,,-99.20292540,19.43859250,CDMX
09016722211000361000003396S3,M06750 MC DONALS POLANCO ANTARA 675,0-5,EJÉRCITO NACIONAL MEXICANO,843,,-99.20294006,19.43859291,CDMX
09016722511010063000017607S6,MAISON KAYSER HOMERO,0-5,Homero,1500,,-99.20485431,19.43609795,CDMX
09016722511000014001000000U1,RESTAURANT ODEON,0-5,EJERCITO NACIONAL MEXICANO,843,,-99.20295067,19.43859320,CDMX
09016722514004161000000000U0,TORTAS AUDITORIO,0-5,PASEO DE LA REFORMA,0,,-99.19233642,19.42562580,CDMX
09016722514002921000000000U9,COCINA GODIN,0-5,EJERCITO NACIONAL MEXICANO,880,,-99.20339952,19.43824390,CDMX
09016722511000501000078370S7,TUUX KABIN,6-10,EJERCITO NACIONAL MEXICANO,880,0,-99.20339952,19.43824390,CDMX
09016722110002754002003628S1,1015 CHILIS ANTARA,0-5,EJÉRCITO NACIONAL MEXICANO (PRESA SALINAS),843,101,-99.20303660,19.43859558,CDMX
09016722110002333002004464S4,SUSHI ITTO ANTARA POLANCO,0-5,EJÉRCITO NACIONAL MEXICANO,843,,-99.20305786,19.43859617,CDMX
09016722212008591001000000M5,POLLOS RIOS LOMAS PLAZA,0-5,BOULEVARD MANUEL AVILA CAMACHO,50,,-99.20521177,19.42946049,CDMX
09016722517000502010000000U2,APOLO,0-5,BOULEVARD MANUEL AVILA CAMACHO,50,,-99.20521177,19.42946049,CDMX
09016722514007291000000000U2,RESTAURANTE TUUX KABIN,0-5,EMERSON,157,,-99.18882964,19.43589649,CDMX
09016722110002994000000000U3,RESTAURANTE ENTREMAR,51-100,HEGEL,307,0,-99.18810402,19.43296520,CDMX
09016722511000213001000000U9,RESTAURANTE CASA D AMICO,11-30,HOMERO,433,0,-99.18865823,19.43556196,CDMX
09016722511006721000039698S5,LE PAIN QUOTIDIEN HEGEL,0-5,HEGEL,307,,-99.18810355,19.43318179,CDMX
09016722512001011000000000U4,MARISCOS,0-5,FERROCARRIL DE CUERNAVACA CICLOPISTA,0,0,-99.20393322,19.42726335,CDMX
09016722513001161000000000U5,CALDOS DE GALLINA EL GAVILAN POLLERO,0-5,FERROCARRIL DE CUERNAVACA CICLOPISTA,0,0,-99.20391819,19.42723419,CDMX
09016722219012454000000000S5,UN LUGAR DE LA MANCHA,11-30,ESOPO,11,0,-99.20593861,19.43268262,CDMX
09016722516001923000000000U1,MAYSON KAISER,11-30,HOMERO,1500,,-99.20514543,19.43610649,CDMX
09016722512001491000000000U8,BISMARKCITO,0-5,HOMERO,1500,4,-99.20515326,19.43610671,CDMX
09016722514001071000000000U4,TACOS LOS BETOS,0-5,FERROCARRIL DE CUERNAVACA CICLOPISTA,,0,-99.20384315,19.42708860,CDMX
09016722513001611000000000U9,ANTOJITOS MEXICANOS,0-5,FERROCARRIL DE CUERNAVACA CICLOPISTA,0,0,-99.20383004,19.42706316,CDMX
09016722516001412000003408S5,TACO INN ANTARA,0-5,EJERCITO NACIONAL,843,,-99.20338179,19.43860514,CDMX
09016722511000981001000000U1,RESTAURANTE AROMI SAPORI,11-30,LAMARTINE,468,,-99.18954535,19.43736874,CDMX
09016722514007351000000000U4,TORTAS LOS AMIGOS,0-5,FERROCARRIL DE CUERNAVACA CICLOPISTA,0,,-99.20380936,19.42702305,CDMX
09016722511002482001000000U8,LA BOMBA,6-10,CAMPOS ELISEOS,400,0,-99.20582226,19.43089538,CDMX
09016722514007361000000000U3,BARRA DE BURRITOS MIKYFRANK,0-5,FERROCARRIL DE CUERNAVACA CICLOPISTA,0,9,-99.20379625,19.42699761,CDMX
09016722514004881000000000U3,PUESTO SEMIFIJO DE VENTA DE TORTAS,0-5,EJERCITO NACIONAL MEXICANO,0,0,-99.18997479,19.43795734,CDMX
09016722513002031000000000U9,MC PUENTE ANTOJITOS MEXICANOS Y REFRESCOS,0-5,FERROCARRIL DE CUERNAVACA CICLOPISTA,,,-99.20376812,19.42694302,CDMX
09016722219010852000000000U2,EL BODEGON DEL CHEF,6-10,SOCRATES,898,,-99.20390436,19.43811526,CDMX
09016722513004671000000000U0,TURIX COCHINITA PIBIL,0-5,FERROCARRIL DE CUERNAVACA CICLOPISTA,,,-99.20375873,19.42692481,CDMX
09016722513003691000000000U9,TACOS DE CARNITAS SIN NOMBRE,0-5,FERROCARRIL DE CUERNAVACA CICLOPISTA,,,-99.20374935,19.42690662,CDMX
09016722514006961000000000U1,TACOS DE GUISADOS SIN NOMBRE,0-5,EJERCITO NACIONAL MEXICANO,,,-99.18984105,19.43794969,CDMX
09016722511004113000000000U7,PARRILLADA URUGUAYA DON ASADO,11-30,HOMERO,428,,-99.18830872,19.43537414,CDMX
09016722511000165002003580S1,50231 LOMAS PLAZA,0-5,BOULEVARD MANUEL ÁVILA CAMACHO,50,,-99.20584573,19.42991690,CDMX
09016722511008552000000000U2,RESTAURANTE OJO DE AGUA,6-10,PLINIO,1513,,-99.20541787,19.43632162,CDMX
09016722511000095002003389S0,ITALIANNIS LOMAS PLAZA,0-5,BOULEVARD PRESIDENTE MANUEL AVILA CAMACHO,50,,-99.20584626,19.42991727,CDMX
09016722519001012000028154S7,GREEN GRASS LOMAS PLAZA,0-5,BOULEVARD MANUEL ÁVILA CAMACHO,50,223,-99.20585926,19.42992638,CDMX
09016722518004992000000000U9,COCINA ECONOMICA SIN NOMBRE,6-10,MIGUEL DE CERVANTES SAAVEDRA,0,,-99.19371679,19.44085578,CDMX
09016722516001781000000000U3,COMIDA RAPIDA MARGARITA ALMA LATINA,0-5,BOULEVARD MANUEL AVILA CAMACHO,50,,-99.20594326,19.42998523,CDMX
09016722517002511000000000U1,HOT DOG RAMIREZ,0-5,BOULEVARD MANUEL AVILA CAMACHO,50,216,-99.20595397,19.42999274,CDMX
09016722511009621000000000U4,RESTAURANTE DE COMIDA RAPIDA S&R LA MEXICO,0-5,BOULEVARD MANUEL AVILA CAMACHO,50,,-99.20597094,19.43000464,CDMX
09016722518004381000000000U5,ITACATLAN,0-5,LAGUNA DE LA MANCHA,114,,-99.19538728,19.44137676,CDMX
09016722518005161000068263M0,RESTAURANTE DE COMIDA RAPIDA OKAI POKE,0-5,BOULEVARD MANUEL AVILA CAMACHO,50,222,-99.20599236,19.43001965,CDMX
09016722511004902000000000U3,RESTAURANTE COMIDA MEXICANA MI MEXICO LINDO,6-10,EJERCITO NACIONAL MEXICANO,458,,-99.18925476,19.43766005,CDMX
09016722511007851000000000U9,RESTAURANTE LA PICCOLA TRATTORIA,0-5,EJERCITO NACIONAL MEXICANO,458,,-99.18923569,19.43765912,CDMX
09016722518004371000000000U6,COCINA WIPI,0-5,LAGO FILT,6,,-99.19580883,19.44152662,CDMX
09016722110001773001000000U2,RISTORANTE BULLA,31-50,HOMERO,418,0,-99.18795553,19.43536477,CDMX
09016722211000693001000000U9,RESTAURANTE BAR CAMPO MARTE,0-5,NINGUNO,0,,-99.19593899,19.42362225,CDMX
09005722511002853011028206S3,OPERADORA Y ADMINISTRADORA DE RESTAURANTES GIGANTE,0-5,EJERCITO NACIONAL,843,,-99.20412438,19.43862570,CDMX
09016722518005141000000000U2,LA TERRAZA COCINA ECONOMICA,0-5,LAGUNA DE LA MANCHA,89,,-99.19426011,19.44136892,CDMX
09016722219007701000000000U6,LA DIVA GOURMET,0-5,LAGUNA DE LA MANCHA,74,1,-99.19398435,19.44130236,CDMX
09016722516001561000000000U9,PAI PAI SUSHI,0-5,LAGUNA DE LA MANCHA,87,,-99.19416477,19.44136430,CDMX
09016722511008641000000000U3,RESTAURANTE FRANGO,0-5,LOPE DE VEGA,341,,-99.18734935,19.43188176,CDMX
09014722517001473011028213M0,CARLS JUNIOR,0-5,MONTES URALES NORTE ,530,,-99.20496680,19.42736491,CDMX
09016722518002091000000000U2,CASA HABANA,0-5,LOPE DE VEGA,345,,-99.18734728,19.43165514,CDMX
09016722511010122000000000U0,SERVICIO RESTAURANTE SABOR A MI POLANCO,6-10,Lope De Vega,345,,-99.18734728,19.43165514,CDMX
09016722110000251000098071M0,RESTAURANTES SUNTORY Y SUCURSAL LOMAS,0-5,MONTES URALES NORTE,535,,-99.20510828,19.42752976,CDMX
09016722518000851011000000U1,ANTOJITOS MEXICANOS SANCHEZ,0-5,MONTES URALES,0,,-99.20479914,19.42706085,CDMX
09016722514002861000000000U7,TORTAS MAXI,0-5,MONTES URALES,0,,-99.20479914,19.42706085,CDMX
09016722514004511000000000U6,TACOS DE GUISADO,0-5,MONTES URALES,0,,-99.20479914,19.42706085,CDMX
09016722514003051000000000U4,TACOS DE GUISADO EL CHINO,0-5,MONTES URALES,0,,-99.20479914,19.42706085,CDMX
09016722110002423000000000U3,RESTAURANT GRUTA EHDEN POLANCO,11-30,LOPE DE VEGA,334,0,-99.18726020,19.43226068,CDMX
09016722511009313000000000U8,KUCHEN CATERING,11-30,LAGUNA YURIRIA,113,,-99.19499953,19.44165388,CDMX
09016722517002611000000000U9,POLLO STAR,0-5,LAGO VICTORIA,16,,-99.19352767,19.44124844,CDMX
09016722511009701000000000U4,LA LECHUGUERIA,0-5,LAGO VICTORIA,16,,-99.19352710,19.44125782,CDMX
09016722512001223000026154S5,PUNTARENA VIRREYES,0-5,PEDREGAL,24,,-99.20341594,19.42560040,CDMX
09016722219010152000000000U7,CHINA EXPRESS,6-10,EJERCITO NACIONAL MEXICANO,843,0,-99.20448046,19.43863556,CDMX
09016722513003091000000000U2,ANTOJERIA EMY,0-5,FERROCARRIL DE CUERNAVACA,653,0,-99.19829163,19.44183742,CDMX
09016722211000663000003404S2,15556 ANTARA,0-5,EJÉRCITO NACIONAL MEXICANO,843,,-99.20448674,19.43863573,CDMX
09016722511008732000000000U0,SERVICIO DE CAFETERIA CAJA DE CRISTAL,6-10,ISAAC NEWTON,186,0,-99.18739112,19.43456674,CDMX
09016722518004111000000000U6,FONDA EL SAZON DE LA ABUELA,0-5,LAGUNA YURIRIA,105,,-99.19458899,19.44164379,CDMX
09016722511009033000000000U2,RESTAURANTE LA BIKINA MEXICO,11-30,LOPE DE VEGA,406,,-99.18727463,19.43121885,CDMX
09016722212008661000000000U6,EL BUEN COMER,0-5,LAGO VICTORIA,73,0,-99.19358985,19.44143114,CDMX
09016722212006351000000000U6,COCINA ECONOMICA ROSITA,0-5,FERROCARRIL DE CUERNAVACA,25,2,-99.19633052,19.44199547,CDMX
09016722518004061000000000U3,VENTA DE COMIDA RAPIDA BREAKPOINT,0-5,CAMPOS ELISEOS,526,,-99.20688811,19.43152359,CDMX
09016811111003911000000000U6,EL CIERVO,6-10,LAGO ESPEJO,30,,-99.19661862,19.44203999,CDMX
09016722518002134011028201S0,1504 CARSO,0-5,LAGO ZÚRICH,0,,-99.20295242,19.44020345,CDMX
09016722219010622000000000U9,RESTAURANTE TLACOQUEMECATL,0-5,LAGUNA DE LA MANCHA,36,0,-99.19292540,19.44124882,CDMX
09016722518004731000000000U1,LA VICTORIA,0-5,LAGO VICTORIA,9,1,-99.19358498,19.44151250,CDMX
09016722513005111000000000U6,VENTA ALIMENTOS DE COCHINITA PIBIL COCHI BA BOY,0-5,BOULEVARD MANUEL AVILA CAMACHO,0,,-99.20687551,19.43102758,CDMX
09016722110003926000000000U4,TORRE DE CASTILLA,0-5,ESOPO,31,,-99.20700140,19.43318322,CDMX
09016722511003911001002563S5,TOKS,0-5,EJÉRCITO NACIONAL MEXICANO,453,,-99.18867509,19.43792032,CDMX
09016722219012283000000000U8,LA COCINA DE MARGOT,6-10,BOULEVARD MANUEL AVILA CAMACHO,0,,-99.20692248,19.43106472,CDMX
09016722212006261000000000U7,COCINA ECONOMICA EL FERROCARRIL,0-5,FERROCARRIL DE CUERNAVACA,127,0,-99.19557451,19.44206180,CDMX
09016722511003594010000000U9,CABANNA,0-5,PRESIDENTE MASARYK,134,,-99.18701380,19.43132762,CDMX
09016722511000022001002182M4,EL RINCON DE LA ARRACHERA,0-5,PEDREGAL,24,300,-99.20350155,19.42529215,CDMX
09016722513004761000000000U9,FOGON BISTRO,0-5,LAGO NYASSA,25,,-99.18980016,19.43929530,CDMX
09016722514002661000000000U1,PUESTO DE TACOS DE BISTECK MERU,0-5,MIGUEL DE CERVANTES SAAVEDRA,0,0,-99.19136332,19.44055421,CDMX
09016722513005543000000000U0,RESTAURANTE DE COMIDA RAPIDA BOCHETTE & BURGERS,11-30,FERROCARRIL DE CUERNAVACA CICLOPISTA,50,,-99.20667025,19.42977499,CDMX
09016722511004174000028181S9,MOSHI MOSHI VIRREYES,0-5,PEDREGAL,24,1,-99.20351258,19.42522870,CDMX
09016722518002571000000000U3,COCINA LA TIA,0-5,LAGO SEUL,28,0,-99.19696145,19.44224578,CDMX
09016722517002021000000000U1,DE HUEVOS,0-5,LOPE DE VEGA,157,,-99.18729707,19.43550843,CDMX
09016722511004045000000000U1,RESTAURANTE AITANA,0-5,PEDREGAL,24,,-99.20351971,19.42518638,CDMX
09016722211000461002004093S1,SUC KFC 385 ANTARA POLANCO.,0-5,EJÉRCITO NACIONAL ,843,,-99.20493488,19.43864814,CDMX
09016722513003103000000000U5,EL GIL CARNITAS,6-10,LAGO MANITOBA,33,0,-99.19742308,19.44225442,CDMX
09016461110010231000000000U5,COCINA ECONOMICA EL LUGAR DE VICKY,0-5,CERRADA LAGO ANDROMACO,0,40,-99.20090043,19.44153931,CDMX
09016465919001531000000000U9,TANGO Y MILONGA,0-5,HORACIO,330,0,-99.18681641,19.43315558,CDMX
09016722513005741000000000U0,CARNITAS LAS VIAS,0-5,MOLIERE,326,,-99.20058352,19.44166784,CDMX
09016722516000471002003396S2,M09350 MC DONALDS 935 LOMAS PLAZA,0-5,BOULEVARD MANUEL ÁVILA CAMACHO,50,,-99.20706425,19.43076820,CDMX
09016722515003982000000000U7,RESTAURANTE CUCURUCHO,0-5,HORACIO,327,,-99.18676475,19.43335161,CDMX
09016541510005451000000000U1,SERVICIO DE RESERVA EN RESTAURANTES RESERVANDONOS,0-5,HEGEL,713,,-99.18768094,19.42838505,CDMX
09016722514004901000000000U9,EL HABANERISMO,0-5,LAGO BELGRANO,17,0,-99.19625041,19.44237768,CDMX
09016722511006054000000000U1,DIEGO Y YO,31-50,PRESIDENTE MASARYK,123,0,-99.18672781,19.43145010,CDMX
09016722219005431000000000U2,TACO EXPRESS,0-5,HOMERO,333,0,-99.18710301,19.43547824,CDMX
09016722511006611000022688S8,LOMAS PLAZA WINGSTOP,0-5,MAUEL AVILA CAMACHO,50,,-99.20719206,19.43085662,CDMX
09016722512001191000000000U4,PUNTARENA,0-5,PEDREGAL,124,0,-99.20353028,19.42491443,CDMX
09016722511002882000000000U9,FONDA Y TAQUERIA DOÑA MAGO,0-5,TEAPA,4,0,-99.20309063,19.42454024,CDMX
09016812210000021000000000U6,LA MEXICANA,0-5,LOPE DE VEGA,157,0,-99.18721938,19.43612936,CDMX
09016722212004491010000000U2,COCINA ECONOMICA,0-5,LAGUNA YURIRIA,28,0,-99.19235664,19.44150004,CDMX
09016722219005981000000000U6,RESTAURANTE CARMELITA,0-5,LAGUNA YURIRIA,26,1,-99.19229940,19.44149791,CDMX
09016722511003421001000000U5,MI CASA RESTAURANT,6-10,LAGUNA DE LA MANCHA,18,0,-99.19168449,19.44119560,CDMX
09016722219009412001000000U8,COCINA ECONOMICA EL COTORREO,6-10,HOMERO,333,,-99.18694074,19.43547337,CDMX
09016722518004321000000000U1,COCINA ECONOMICA HEYSELL,0-5,CERRADA LAGO ANDROMACO,0,40,-99.20082968,19.44190062,CDMX
09016722219005121000000000U9,ANTOJITOS CARMELITA,0-5,LAGUNA YURIRIA,27,60,-99.19233625,19.44156284,CDMX
09016461110012461010000000S6,BODEGA 1,0-5,LAGUNA YURIRIA,27,0,-99.19233625,19.44156284,CDMX
09016461110012271000000000S9,BODEGA 6 OSTIONERIA PUERTO ESCONDIDO,0-5,LAGUNA YURIRIA,27,0,-99.19233625,19.44156284,CDMX
09016461110012441010000000S8,BODEGA 8 CARNITAS SOTO HERMANOS,0-5,LAGUNA YURIRIA,27,0,-99.19233625,19.44156284,CDMX
09016722512000131000083854S1,MARISQUERIA PLAYA CAREYES,0-5,LAGUNA YURIRIA,27,0,-99.19233625,19.44156284,CDMX
09016722212007841000000000U5,COCINA MARTHA - LANCHITA TERCERA,0-5,LAGUNA YURIRIA,27,146,-99.19233625,19.44156284,CDMX
09016722513005011000000000U8,FUENTE DE SODAS GRANADA,0-5,LAGUNA YURIRIA,27,5758,-99.19233625,19.44156284,CDMX
09016722513004521000000000U7,ENSALADAS GRANADAS,0-5,LAGUNA YURIRIA,27,70,-99.19233625,19.44156284,CDMX
09016722219000081000000000U0,CALDOS DE GALLINA EL FAMOSO,0-5,LAGUNA YURIRIA,27,,-99.19233625,19.44156284,CDMX
09016722219010992010000000U6,ANTOJITOS GRANADA,0-5,LAGUNA YURIRIA,27,56,-99.19233625,19.44156284,CDMX
09016722219004221001000000U8,MARISCOS PUERTO ESCONDIDO,0-5,LAGUNA YURIRIA,27,34,-99.19233625,19.44156284,CDMX
09016722512000111000000000S3,BODEGA 5 OSTIONERIA PUERTO ESCONDIDO,0-5,LAGUNA YURIRIA,27,,-99.19233625,19.44156284,CDMX
09016722518003781000000000S7,BODEGA 7 COCINA FONDA DOÑA LANCHA Y SUS LANCHITAS,0-5,LAGUNA YURIRIA,27,0,-99.19233625,19.44156284,CDMX
09016722514001322000095292M1,TAQUERIA EL PANCHITO,6-10,LAGUNA YURIRIA,27,56,-99.19233625,19.44156284,CDMX
09016722219008872000000000U4,FONDA DOÑA LANCHA Y SUS LANCHITAS,0-5,LAGUNA YURIRIA,27,0,-99.19233625,19.44156284,CDMX
09016722514000251000095292S3,BODEGA 4 TAQUERIA EL PANCHITO,0-5,LAGUNA YURIRIA,27,0,-99.19233625,19.44156284,CDMX
09016722219003681000000000U4,CARNITAS SOTO RUBIO HERMANOS,0-5,LAGUNA YURIRIA,27,82,-99.19233625,19.44156284,CDMX
09016722212008101000000000U3,COCINA ELY,0-5,LAGUNA YURIRIA,27,147,-99.19233625,19.44156284,CDMX
09016722516001211000000000S1,BODEGA 2 CALDOS DE GALLINA EL FAMOSO,0-5,LAGUNA YURIRIA,27,0,-99.19233625,19.44156284,CDMX
09016722513000381000000000U0,ANTOJITOS MEXICANOS,0-5,RIO SAN JOAQUIN,0,,-99.19139116,19.44106842,CDMX
09016722518002401000000000U3,COMEDOR COMINITARIO,0-5,LAGO SAN JOSE,68,0,-99.19728224,19.44260160,CDMX
09016722511002514001000000U8,RESTAURANTE RAIZ,0-5,SCHILLER,331,0,-99.18646532,19.43170190,CDMX
09016722518004942000000000U4,COCINA ECONOMICA SHEI,6-10,CERRADA LAGO ANDROMACO,25,,-99.20082413,19.44197281,CDMX
09016722514007181000000000U5,TACOS CARLA Y MICHELLE,0-5,LAGO SAN JOSE,59,59,-99.19692778,19.44265285,CDMX
09016722511010193000000000U1,RESTAURANTE ER RRE BRISTO,11-30,Polanco,8,,-99.18669375,19.43022745,CDMX
09016722511005793000000000U5,ORALE OREPA,31-50,SCHILLER,330,,-99.18638632,19.43199955,CDMX
09016722513002431000000000U1,COCINA ECONOMICA SIN NOMBRE,6-10,CERRADA LAGO ANDROMACO,62,35,-99.20086724,19.44201879,CDMX
09016722511005761000000000U2,COCINA MARY,6-10,ALICA,15,,-99.20319504,19.42437348,CDMX
09016722212006671011000000U7,EL TACOTE,0-5,LAGUNA YURIRIA,224,0,-99.19179331,19.44147908,CDMX
09016722219009112001000000U4,COCINA CASA AZUL,6-10,ALICA,16,0,-99.20315482,19.42427290,CDMX
09016722511004864000000000U5,BOTTEGA CULINARIA,11-30,VOLCAN,150,1,-99.20715566,19.42934079,CDMX
09016722219001231000000000U0,RESTAURANTE BELUGA,0-5,PRESIDENTE MASARYK,120,,-99.18635501,19.43131384,CDMX
09016722518000994011000000U9,RESTAURANTE LA CAZITA,0-5,FERROCARRIL DE CUERNAVACA  CICLOPISTA,125,125,-99.20747915,19.43029763,CDMX
09016722511004561000000000U7,PARCHITA,0-5,LAGO SAN JOSE,15,1,-99.19487467,19.44262186,CDMX
09016722511005063000000000M3,PELTRE LONCHERIA,31-50,SCHILLER,253,0,-99.18629995,19.43381955,CDMX
